p-a-price-generated,P_price,P_number,X,Y
10.80,12.45,-2333,1061566.734190493,-1999.992477422155
11.25,,-2334,1059066.734190493,-1999.992477422155
,,-2335,1051566.7341842037,8800.007544867887
10.75,12.55,-2337,1056566.7341842037,8800.007544867887
10.70,11.35,-2338,1059666.7341842037,8800.007544867887
10.65,12.35,-2339,1062166.7341842037,8800.007544867887
10.60,,-2340,1065266.7341842037,8800.007544867887
10.60,12.35,-2341,1067766.7341842037,8800.007544867887
10.90,,-2342,1070866.7341904924,8800.007522577846
10.55,,-2343,1073366.7341904924,8800.007522577846
10.85,12.35,-2344,1075866.7341904924,8800.007522577846
10.45,,-2345,1078966.7341904927,8800.007522577846
10.40,11.85,-2347,1083966.7341904927,8800.007522577846
10.05,,-2349,1081466.7341904927,14100.007544867654
10.40,11.85,-2350,1078966.7341904927,14100.007522577846
10.45,10.85,-2351,1075866.7341904924,14100.007522577846
10.15,,-2352,1073366.7341904924,14100.007544865559
10.50,11.85,-2353,1070866.7341904924,14100.007544865559
10.50,,-2354,1067766.7341842037,14100.007544865559
10.55,11.65,-2355,1065266.7341842037,14100.007544865559
10.60,11.65,-2356,1062166.7341842037,14100.007544865559
10.60,11.85,-2357,1059666.7341842037,14100.007544865559
10.35,,-2359,1054066.7341842037,14100.007544865559
10.35,10.35,-2360,1051566.7341842037,14100.007544865559
,,-2361,1051566.7341860025,24900.007383145236
10.55,11.85,-2363,1056566.7341860025,24900.007522575284
10.50,,-2364,1059666.7341860025,24900.007522575284
10.50,11.55,-2365,1062166.7341860025,24900.007522575284
10.45,11.85,-2366,1065266.7341860025,24900.007522575284
10.40,11.85,-2367,1067766.7341860025,24900.007522575284
10.40,,-2368,1070866.7341860025,24900.007522575284
10.00,,-2369,1073366.7341860025,24900.007522575284
10.35,11.85,-2370,1075866.7341860025,24900.007522575284
10.30,,-2371,1078966.7341860025,24900.007522575284
10.30,,-2373,1083966.7341860025,24900.007522575284
10.00,,-2375,1081466.7341868854,30200.007522575284
10.35,12.15,-2376,1078966.7341868854,30200.007522575284
10.40,,-2377,1075866.7341868854,30200.007379097708
10.05,,-2378,1073366.7341868854,30200.007379097708
10.45,,-2379,1070866.7341868854,30200.007379097708
10.50,12.15,-2380,1067766.7341868854,30200.00752174245
10.50,12.15,-2381,1065266.7341868854,30200.007380030427
10.55,11.15,-2382,1062166.7341868854,30200.007380030427
10.60,12.15,-2383,1059666.7341868854,30200.00752122603
9.80,,-2385,1054066.7341868854,30200.00752122603
,,-2386,1051566.7341868854,30200.00752122603
10.45,11.65,-2312,1093406.6568300046,8800.007522579475
10.50,12.35,-2314,1098406.6568300046,8800.007522579475
10.55,,-2315,1101506.6568300046,8800.007522579475
10.60,,-2316,1104006.6568300046,8800.007522579475
10.95,12.15,-2317,1106506.6568300046,8800.007522579475
10.55,,-2318,1109606.6568300046,8800.007522579475
10.25,12.35,-2319,1112106.6568300046,8800.007522579475
10.60,12.15,-2320,1114606.6568300046,8800.007522579475
10.65,,-2321,1117706.6568300046,8800.007522579475
10.35,,-2322,1120206.6568300046,8800.007522579475
10.70,12.55,-2323,1122706.6568300046,8800.007522579475
,,-2324,1125806.6568258565,8800.007522579475
,,-2299,1125806.6568258565,14274.846809510102
9.80,,-2300,1122706.6568258565,14274.846809510102
10.70,,-2301,1120206.6568258565,14274.846809510102
10.65,11.85,-2302,1117706.6568258565,14274.846809510102
10.60,11.85,-2303,1114606.6568258565,14274.846809510102
10.15,,-2304,1112106.6568258565,14274.846809510102
10.55,11.85,-2305,1109606.6568258565,14274.846809510102
10.50,,-2306,1106506.6568258565,14274.846809510102
10.15,,-2307,1104006.6568258565,14274.846809510102
10.50,11.85,-2308,1101506.6568258565,14274.846809507773
10.10,11.65,-2310,1095906.6568258565,14274.846809507773
10.40,11.65,-2311,1093406.6568258565,14274.846809505678
10.45,11.55,-2286,1093406.6568258565,24868.099347671454
10.50,11.85,-2288,1098406.6568258565,24868.099347671454
10.60,10.85,-2289,1101506.6568258565,24868.099347671454
10.20,11.65,-2290,1104006.6568258565,24868.099347671454
10.65,,-2291,1106506.6568258565,24868.099303089275
10.70,,-2292,1109606.6568258565,24868.09930309137
10.30,,-2293,1112106.6568258565,24868.099303089275
10.80,11.85,-2294,1114606.6568258565,24868.099303089275
10.85,11.85,-2295,1117706.6568258565,24868.099303089275
10.40,,-2296,1120206.6568258565,24868.099303089275
10.90,11.85,-2297,1122706.6568258565,24868.099303089275
10.50,10.35,-2298,1125806.6568258565,24868.099303089275
11.65,,-2273,1125806.6568258565,30027.59537502933
10.00,,-2274,1122706.6568258565,30027.59537502933
10.95,,-2275,1120206.6568258565,30027.59537502933
10.95,12.05,-2276,1117706.6568258565,30027.59537502933
10.90,12.05,-2277,1114606.6568258565,30027.59537502933
10.35,,-2278,1112106.6568258565,30027.59537502933
10.80,12.25,-2279,1109606.6568258565,30027.59537502933
11.25,,-2280,1106506.6568258565,30027.59537502933
10.70,,-2281,1104006.6568258565,30027.59537502933
10.65,,-2282,1101506.6568258565,30027.59537502933
10.15,12.05,-2284,1095906.6568258565,30027.59537502933
10.55,12.25,-2285,1093406.6568258565,30027.595375027468
11.25,10.85,-2272,1093216.7341842132,42474.22080348893
10.75,5.6,-2256,1092570.8887348373,97152.56932766522
10.15,,-2257,1094112.114106471,91115.65748864082
10.10,8.25,-2259,1094112.114106471,86115.65748864035
10.15,,-2260,1094112.114106471,83015.65748272785
9.80,8.25,-2261,1094112.114106471,80515.65748272739
9.85,3.1,-2262,1094112.1143489226,77815.65748272739
10.35,8.25,-2265,1094112.114106471,69515.65748272739
10.40,,-2266,1094112.114106471,66215.65748272739
10.45,9.35,-2268,1094112.114106471,61215.65748272739
10.50,,-2269,1094112.1141064612,58115.657482736235
10.55,,-2270,1094112.1141064612,55615.657482736235
,,-2271,1094112.1141064612,53115.657482736235
10.85,8.75,-2234,1167466.7341904999,108155.36899146887
10.85,8.55,-2235,1164966.7341904999,108155.36899146887
10.80,9.55,-2236,1161866.7341904999,108155.36899146887
10.30,9.55,-2237,1159366.7341904999,108155.36899146887
10.70,9.75,-2238,1156866.7341904999,108155.36899146678
10.65,9.75,-2239,1153766.7341866945,108155.36898791448
10.20,,-2240,1151266.7341881369,108155.3689913322
10.60,10.25,-2241,1148766.7341881369,108149.10393108915
10.10,,-2243,1143066.7341895523,108155.36899474783
10.45,10.05,-2244,1140566.7341909946,108149.10393450478
10.40,,-2245,1137066.7341895523,108155.36899474573
10.40,,-2246,1134566.7341909946,108155.36899816345
,,-2247,1130462.110421924,108557.16509826122
10.40,,-2248,1120366.7341904996,108155.36899816136
10.35,,-2249,1117866.7341904996,108155.36899816136
10.35,,-2250,1114766.7341904996,108155.36899816345
10.30,,-2251,1112266.7341904996,108155.36899816345
10.25,9.55,-2252,1103206.7572917778,109697.56086919976
9.70,,-2254,1096066.73418422,108155.36899816136
10.10,,-2255,1093566.7341904996,108155.36899816136
10.95,,-2233,1166373.660940128,103678.92368789746
11.00,11.05,-2231,1166373.660940128,98078.923687897
10.95,,-2232,1166373.660940128,101178.92368789746
12.25,11.65,-2201,1210363.7132624374,62706.19747015154
,,-2200,1214137.8184759938,61479.690283867254
12.30,,-2202,1210363.7132574625,59506.1974648919
11.20,,-2203,1210363.7132585507,57006.1974648919
11.70,,-2204,1210363.7132635254,54506.1974648919
11.10,,-2205,1199563.7132673902,54506.1974481019
11.05,,-2206,1199563.7132684784,57006.1974481019
12.10,,-2207,1199563.7132645918,59506.1974481019
12.05,11.85,-2208,1199563.7132645918,62606.197453333836
,,-2209,1195339.7033247119,61085.55390398712
12.00,,-2210,1192937.0214427642,61085.55390398712
11.95,,-2211,1189587.0214427642,61079.288843748254
11.40,,-2212,1187087.0214427642,61079.288843748254
11.85,11.8,-2213,1184587.0214427642,61085.55390398922
11.80,,-2214,1181237.0214427642,61079.288843748254
11.25,,-2215,1178737.0214427642,61085.55390398922
11.70,11.85,-2216,1176237.0214427642,61085.55390398724
11.65,11.85,-2217,1173137.0214427642,61085.55390398922
11.65,,-2218,1170637.0214427642,61085.55390398922
,,-2219,1166499.7408413102,65569.45439810395
11.45,,-2220,1166499.7408413102,68069.45439810395
10.90,,-2222,1166499.7408413102,73663.18933786299
11.30,,-2223,1166499.7408413102,76169.45439810395
11.25,,-2224,1166499.7408413102,79263.18933786299
11.20,8.85,-2226,1166499.7408413102,84269.45439810395
11.20,,-2227,1166499.7408413102,87369.45439810395
11.20,,-2228,1166499.741083763,89869.45012585954
11.35,,-2157,1176503.7660997207,88360.8771325808
11.45,,-2159,1181503.7660997207,88360.8771325808
11.50,,-2160,1184603.7660997207,88360.8771325808
11.55,,-2161,1187103.7660997207,88360.8771325808
11.60,,-2162,1189603.7660997207,88360.8771325808
,,-2163,1195253.7660997207,88360.8771325808
12.20,,-2164,1197753.7660997207,88360.8771325808
12.10,,-2165,1200803.7660997123,88360.8771325808
11.30,,-2166,1203303.7660997123,88360.8771325808
11.90,,-2167,1205803.7660997123,88360.8771325808
12.60,,-2168,1208903.7660997126,88360.8771325808
12.65,,-2169,1211587.3325864691,88360.8771325808
,,-2170,1214156.360692129,77473.63102339949
11.55,,-2171,1211656.360692129,77473.63102339949
11.95,11.85,-2172,1209156.3606921288,77473.63102339751
11.40,11.65,-2174,1203606.3606921288,77473.63102339949
11.85,11.85,-2175,1201106.360692129,77473.63102339949
11.25,11.65,-2177,1195506.3606921288,77473.63102339949
11.25,11.25,-2178,1193006.3606921288,77473.63102339751
11.20,,-2179,1189706.3606921288,77473.63102339751
11.15,,-2180,1187206.3606921288,77473.63102339751
11.60,11.85,-2181,1184706.3606921288,77473.63102339553
11.05,8.15,-2183,1179106.3606921288,77473.63102339553
11.45,,-2184,1176606.3606921288,77473.63102339355
11.55,,-2185,1176606.3606921288,72173.63088313823
11.60,11.15,-2187,1181606.3606921288,72173.63102341753
11.70,11.15,-2188,1184706.3606921288,72173.63088403929
11.25,,-2189,1187206.3606921288,72173.63088403929
11.30,,-2190,1189706.3606921288,72173.63088403929
11.35,,-2191,1193006.3606921288,72173.63088403929
11.90,11.35,-2193,1198006.3606921288,72173.63088314021
11.95,,-2194,1201106.3606921288,72173.63088314021
12.00,11.15,-2196,1206106.3606921288,72173.63088314033
12.05,11.15,-2197,1209156.3606921288,72173.63088314033
12.10,,-2198,1211656.360692129,72173.63088314033
,,-2199,1214156.360692129,72173.63088314033
